"rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"d00138","PRAZOSIN",1,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00139","TIMOLOL",1,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, NON-CARDIOSELECTIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, NON-CARDIOSELECTIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00140","CIMETIDINE",1,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00141","FAMOTIDINE",1,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00142","THEOPHYLLINE",1,122,125,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,125,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","METHYLXANTHINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","METHYLXANTHINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00143","PHENYTOIN",1,40,46,385,57,64,199,NA,NA,NA,NA,NA,NA,40,46,385,57,64,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","HYDANTOIN ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","HYDANTOIN ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00144","NORTRIPTYLINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00145","DESIPRAMINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00146","AMITRIPTYLINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00147","CHLORAL HYDRATE",1,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00148","DIAZEPAM",1,57,64,203,57,67,69,NA,NA,NA,NA,NA,NA,57,64,203,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00149","LORAZEPAM",1,57,64,203,57,65,198,57,67,69,NA,NA,NA,57,64,203,57,65,198,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00150","COLCHICINE",1,358,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIGOUT AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIGOUT AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00152","CLOXACILLIN",1,1,13,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","PENICILLINS","PENICILLINASE RESISTANT PENICILLINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","PENICILLINS","PENICILLINASE RESISTANT PENICILLINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00153","DICLOXACILLIN",1,1,13,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","PENICILLINS","PENICILLINASE RESISTANT PENICILLINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","PENICILLINS","PENICILLINASE RESISTANT PENICILLINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00154","MEBENDAZOLE",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTHELMINTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTHELMINTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00155","MICONAZOLE",1,1,4,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIFUNGALS","AZOLE ANTIFUNGALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIFUNGALS","AZOLE ANTIFUNGALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00158","QUINACRINE",1,1,5,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00161","ACETAZOLAMIDE",1,40,49,157,57,64,351,NA,NA,NA,NA,NA,NA,40,49,157,57,64,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","CARBONIC ANHYDRASE INHIBITORS","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","CARBONIC ANHYDRASE INHIBITOR ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","CARBONIC ANHYDRASE INHIBITORS","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","CARBONIC ANHYDRASE INHIBITOR ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00162","ACETOHEXAMIDE",1,358,99,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","SULFONYLUREAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","SULFONYLUREAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00168","ALPRAZOLAM",1,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00169","AMILORIDE",1,40,49,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","POTASSIUM-SPARING DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","POTASSIUM-SPARING DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00170","ASPIRIN",1,57,58,62,81,83,211,NA,NA,NA,NA,NA,NA,57,58,62,81,83,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES","COAGULATION MODIFIERS","ANTIPLATELET AGENTS","PLATELET AGGREGATION INHIBITORS",NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES","COAGULATION MODIFIERS","ANTIPLATELET AGENTS","PLATELET AGGREGATION INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00172","INAMRINONE",1,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","INOTROPIC AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","INOTROPIC AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00174","ATROPINE",1,40,430,NA,87,355,89,105,106,NA,NA,NA,NA,40,430,NA,87,355,89,105,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTICHOLINERGIC CHRONOTROPIC AGENTS",NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","ANTICHOLINERGICS/ANTISPASMODICS","MISCELLANEOUS AGENTS","ANTIDOTES",NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTICHOLINERGIC CHRONOTROPIC AGENTS",NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","ANTICHOLINERGICS/ANTISPASMODICS","MISCELLANEOUS AGENTS","ANTIDOTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00175","BENZTROPINE",1,57,66,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,66,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","ANTICHOLINERGIC ANTIPARKINSON AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","ANTICHOLINERGIC ANTIPARKINSON AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00176","BETAXOLOL",1,40,47,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, CARDIOSELECTIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, CARDIOSELECTIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00178","BROMOCRIPTINE",1,57,66,276,97,377,NA,NA,NA,NA,NA,NA,NA,57,66,276,97,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS","HORMONES/HORMONE MODIFIERS","PROLACTIN INHIBITORS",NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS","HORMONES/HORMONE MODIFIERS","PROLACTIN INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00179","BUMETANIDE",1,40,49,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","LOOP DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","LOOP DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00181","BUPROPION",1,105,320,NA,242,249,76,NA,NA,NA,NA,NA,NA,105,320,NA,242,249,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","SMOKING CESSATION AGENTS",NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MISCELLANEOUS ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","SMOKING CESSATION AGENTS",NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MISCELLANEOUS ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00182","BUSPIRONE",1,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00184","CARBIDOPA",1,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00185","CARBOPLATIN",1,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00188","CHLORAMBUCIL",1,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00189","CHLORDIAZEPOXIDE",1,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00190","CHLOROTHIAZIDE",1,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00191","CHLORPHENIRAMINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00192","CHLORTHALIDONE",1,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00193","CHOLESTYRAMINE",1,358,19,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,19,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","BILE ACID SEQUESTRANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","BILE ACID SEQUESTRANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00195","CISPLATIN",1,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00196","CLOFIBRATE",1,358,19,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,19,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","FIBRIC ACID DERIVATIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","FIBRIC ACID DERIVATIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00197","CLONAZEPAM",1,57,64,203,57,67,69,NA,NA,NA,NA,NA,NA,57,64,203,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00198","CLORAZEPATE",1,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00199","CLOZAPINE",1,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d00200","CROMOLYN",1,122,130,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,130,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","MAST CELL STABILIZERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","MAST CELL STABILIZERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
