"seqn","indfmmpi","indfmmpc","inq300","ind310"
133992,NA,NA,NA,NA
133993,1.13,1,2,1
133994,3.73,3,1,NA
133995,2.06,3,2,4
133996,1.45,2,2,1
133997,2.73,3,1,NA
133998,2.8,3,1,NA
133999,3.01,3,1,NA
134000,NA,NA,NA,NA
134001,NA,NA,NA,NA
134002,5,3,1,NA
134003,0.92,1,2,1
134004,1.09,1,2,2
134005,1.58,2,2,1
134006,3.65,3,1,NA
134007,NA,1,9,NA
134008,NA,NA,NA,NA
134009,3.95,3,1,NA
134010,5,3,1,NA
134011,3.97,3,1,NA
134012,5,3,1,NA
134013,0,1,2,1
134014,2.32,3,2,1
134015,5,3,1,NA
134016,0.96,1,2,1
134017,NA,NA,NA,NA
134018,3.13,3,1,NA
134019,4.17,3,1,NA
134020,NA,NA,NA,NA
134021,1.41,2,2,1
134022,0.97,1,2,1
134023,4.86,3,1,NA
134024,5,3,1,NA
134025,3.29,3,2,1
134026,NA,NA,NA,NA
134027,2.14,3,2,1
134028,5,3,1,NA
134029,0.23,1,2,1
134030,4.13,3,2,1
134031,NA,NA,NA,NA
134032,1.77,2,2,1
134033,5,3,1,NA
134034,1.43,2,2,1
134035,0.96,1,1,NA
134036,3.27,3,2,5
134037,5,3,1,NA
134038,1.51,2,2,1
134039,5,3,1,NA
134040,5,3,1,NA
134041,NA,2,2,1
134042,1.95,3,1,NA
134043,4.62,3,2,4
134044,2.08,3,1,NA
134045,NA,3,1,NA
134046,5,3,1,NA
134047,5,3,1,NA
134048,4,3,1,NA
134049,5,3,1,NA
134050,3.91,3,1,NA
134051,5,3,1,NA
134052,4.59,3,1,NA
134053,4.2,3,1,NA
134054,NA,2,2,99
134055,NA,1,2,1
134056,3.91,3,1,NA
134057,1.97,3,2,77
134058,NA,1,2,1
134059,NA,1,2,1
134060,3.13,3,1,NA
134061,NA,NA,NA,NA
134062,4.12,3,1,NA
134063,2.9,3,1,NA
134064,2.21,3,1,NA
134065,NA,7,7,NA
134066,NA,NA,NA,NA
134067,0.68,1,2,1
134068,4.47,3,2,1
134069,5,3,2,3
134070,NA,NA,NA,NA
134071,0.81,1,2,1
134072,NA,NA,NA,NA
134073,1.74,2,2,1
134074,NA,3,9,NA
134075,1.33,2,2,1
134076,0.48,1,2,1
134077,1.36,2,2,1
134078,2.88,3,2,1
134079,4.26,3,1,NA
134080,1.12,1,2,1
134081,5,3,2,3
134082,NA,9,2,1
134083,NA,NA,NA,NA
134084,2.32,3,2,4
134085,1.12,1,2,3
134086,0.81,1,2,1
134087,5,3,1,NA
134088,NA,3,1,NA
134089,2.45,3,2,1
134090,3.97,3,1,NA
134091,1.62,2,1,NA
134092,NA,3,1,NA
134093,5,3,1,NA
134094,NA,3,7,NA
134095,2.75,3,1,NA
134096,1.41,2,2,1
134097,1.73,2,2,1
134098,NA,NA,NA,NA
134099,2.9,3,1,NA
134100,NA,9,1,NA
134101,0.96,1,1,NA
134102,5,3,1,NA
134103,2.65,3,2,1
134104,5,3,1,NA
134105,NA,2,9,NA
134106,NA,3,1,NA
134107,NA,NA,NA,NA
134108,NA,NA,NA,NA
134109,5,3,7,NA
134110,2.2,3,1,NA
134111,1.43,2,2,1
134112,0.66,1,2,1
134113,2.43,3,1,NA
134114,4.13,3,1,NA
134115,3.04,3,1,NA
134116,0.91,1,1,NA
134117,2.62,3,1,NA
134118,1.51,2,2,1
134119,1.1,1,2,1
134120,2.07,3,1,NA
134121,4.1,3,2,3
134122,0.24,1,2,1
134123,1.03,1,2,1
134124,0.85,1,2,1
134125,NA,NA,NA,NA
134126,3.93,3,2,2
134127,1.69,2,2,3
134128,NA,2,9,NA
134129,3.1,3,1,NA
134130,NA,1,2,1
134131,0.67,1,2,1
134132,3.2,3,1,NA
134133,2.62,3,2,3
134134,4,3,1,NA
134135,1.23,1,2,1
134136,NA,NA,NA,NA
134137,NA,NA,NA,NA
134138,NA,1,2,2
134139,4.03,3,1,NA
134140,0.78,1,2,1
134141,3.65,3,1,NA
134142,0.99,1,2,1
134143,NA,NA,NA,NA
134144,3.87,3,1,NA
134145,1.06,1,2,1
134146,1.34,2,1,NA
134147,5,3,1,NA
134148,1.31,2,2,1
134149,NA,3,1,NA
134150,3.7,3,1,NA
134151,2.62,3,2,77
134152,5,3,1,NA
134153,NA,NA,NA,NA
134154,0.9,1,2,1
134155,1.56,2,2,1
134156,NA,3,1,NA
134157,0.78,1,2,1
134158,3.6,3,2,1
134159,2.22,3,2,1
134160,1.29,1,2,2
134161,1.58,2,2,2
134162,NA,1,2,1
134163,2.28,3,2,1
134164,5,3,1,NA
134165,NA,3,1,NA
134166,5,3,2,1
134167,5,3,1,NA
134168,5,3,1,NA
134169,2.61,3,2,1
134170,0.86,1,2,1
134171,3.28,3,7,NA
134172,0.68,1,2,1
134173,3.2,3,2,2
134174,NA,3,1,NA
134175,0.78,1,2,3
134176,4.59,3,1,NA
134177,1.86,3,1,NA
134178,NA,1,9,NA
134179,4.42,3,1,NA
134180,5,3,1,NA
134181,NA,3,1,NA
134182,1.58,2,2,1
134183,2.74,3,1,NA
134184,NA,NA,NA,NA
134185,NA,3,1,NA
134186,1.67,2,2,2
134187,5,3,1,NA
134188,3.16,3,1,NA
134189,2.69,3,1,NA
134190,NA,NA,NA,NA
134191,1.97,3,2,77
134192,5,3,1,NA
134193,5,3,1,NA
134194,0,1,2,1
134195,NA,NA,NA,NA
134196,NA,3,1,NA
134197,2.92,3,1,NA
134198,5,3,1,NA
134199,2.17,3,2,3
134200,0.89,1,2,4
134201,2.48,3,2,3
134202,1.26,1,2,1
134203,5,3,1,NA
134204,2.59,3,1,NA
134205,NA,9,9,NA
134206,1.66,2,1,NA
134207,NA,NA,NA,NA
134208,1.71,2,2,3
134209,NA,NA,NA,NA
134210,1.45,2,2,3
134211,NA,3,1,NA
134212,NA,3,1,NA
134213,2.59,3,2,1
134214,NA,2,1,NA
134215,4.53,3,2,2
134216,0.65,1,1,NA
134217,1.16,1,2,1
134218,NA,1,1,NA
134219,NA,NA,NA,NA
134220,NA,NA,NA,NA
134221,1.89,3,2,2
134222,5,3,1,NA
134223,1.42,2,2,1
134224,1.64,2,2,1
134225,1.2,1,2,1
134226,2.73,3,2,1
134227,NA,3,1,NA
134228,NA,NA,NA,NA
134229,3.04,3,1,NA
134230,5,3,1,NA
134231,5,3,1,NA
134232,3.65,3,2,4
134233,2.9,3,1,NA
134234,0.84,1,2,1
134235,3.22,3,1,NA
134236,0.86,1,2,1
134237,NA,NA,NA,NA
134238,5,3,1,NA
134239,1.42,2,2,2
134240,2.76,3,1,NA
134241,1.52,2,2,1
134242,1.63,2,1,NA
134243,3.13,3,2,1
134244,3.17,3,2,5
134245,2.74,3,1,NA
134246,NA,NA,NA,NA
134247,1.09,1,1,NA
134248,NA,NA,NA,NA
134249,5,3,1,NA
134250,5,3,1,NA
134251,NA,9,2,1
134252,1.23,1,2,1
134253,2.39,3,2,2
134254,0.49,1,2,1
134255,3.65,3,1,NA
134256,NA,NA,NA,NA
134257,NA,9,2,99
134258,5,3,1,NA
134259,0.36,1,2,1
134260,2.23,3,1,NA
134261,NA,3,1,NA
134262,4.42,3,1,NA
134263,1.37,2,2,1
134264,1.04,1,2,1
134265,2.95,3,2,4
134266,NA,NA,NA,NA
134267,3.5,3,1,NA
134268,0.78,1,2,1
134269,0.41,1,2,1
134270,2.09,3,1,NA
134271,1.77,2,2,1
134272,NA,NA,NA,NA
134273,2.19,3,1,NA
134274,2.39,3,2,1
134275,1.03,1,2,1
134276,0.65,1,2,1
134277,2.47,3,2,2
134278,4.92,3,2,4
134279,3.86,3,2,5
134280,NA,3,1,NA
134281,2.98,3,1,NA
134282,3.28,3,1,NA
134283,1.95,3,2,1
134284,0.65,1,2,1
134285,1.26,1,2,2
134286,NA,1,2,1
134287,NA,NA,NA,NA
134288,5,3,1,NA
134289,NA,1,2,1
134290,NA,1,2,1
134291,0.68,1,2,1
134292,0.97,1,2,3
134293,3.36,3,1,NA
134294,5,3,1,NA
134295,2.08,3,2,3
134296,1.37,2,2,1
134297,1.93,3,2,1
134298,5,3,1,NA
134299,2.89,3,2,1
134300,2.43,3,2,1
134301,5,3,1,NA
134302,NA,NA,NA,NA
134303,NA,1,2,1
134304,NA,3,1,NA
134305,2.58,3,2,1
134306,0.26,1,2,1
134307,2.59,3,2,4
134308,2.9,3,1,NA
134309,2.95,3,2,1
134310,5,3,1,NA
134311,2.23,3,1,NA
134312,4.59,3,1,NA
134313,NA,NA,NA,NA
134314,NA,9,2,1
134315,1.05,1,2,3
134316,3.21,3,1,NA
134317,1.11,1,2,1
134318,3.28,3,2,99
134319,0.44,1,2,1
134320,1.34,2,1,NA
134321,0.81,1,2,1
134322,0.71,1,2,1
134323,3.31,3,1,NA
134324,1.05,1,2,1
134325,3.62,3,1,NA
134326,3.71,3,1,NA
134327,2.88,3,1,NA
134328,0.46,1,2,1
134329,NA,NA,NA,NA
134330,NA,2,2,1
134331,5,3,1,NA
134332,NA,NA,NA,NA
134333,NA,1,2,2
134334,2.9,3,2,5
134335,3.46,3,2,1
134336,NA,NA,NA,NA
134337,1.52,2,2,1
134338,5,3,1,NA
134339,2.56,3,2,3
134340,0.89,1,2,1
134341,NA,NA,NA,NA
134342,0.98,1,2,1
134343,5,3,1,NA
134344,5,3,7,NA
134345,NA,3,1,NA
134346,0.3,1,2,1
134347,1.71,2,2,1
134348,0.88,1,1,NA
134349,NA,NA,NA,NA
134350,5,3,1,NA
134351,5,3,1,NA
134352,0.83,1,2,1
134353,5,3,1,NA
134354,3.09,3,1,NA
134355,NA,2,1,NA
134356,5,3,1,NA
134357,5,3,1,NA
134358,NA,NA,NA,NA
134359,NA,NA,NA,NA
134360,2.14,3,2,1
134361,1.64,2,2,3
134362,1.31,2,2,1
134363,NA,3,2,1
134364,NA,9,2,99
134365,5,3,1,NA
134366,1.06,1,2,1
134367,5,3,1,NA
134368,5,3,1,NA
134369,3.93,3,1,NA
134370,0.86,1,2,1
134371,2.8,3,2,2
134372,4.1,3,2,1
134373,5,3,1,NA
134374,NA,NA,NA,NA
134375,0.49,1,2,1
134376,5,3,1,NA
134377,NA,9,1,NA
134378,2.62,3,2,1
134379,0.55,1,2,1
134380,1.24,1,2,1
134381,3.53,3,1,NA
134382,5,3,1,NA
134383,2.62,3,1,NA
134384,1.18,1,9,NA
134385,2.59,3,1,NA
134386,1.73,2,2,4
134387,3.29,3,2,1
134388,1.22,1,1,NA
134389,3.87,3,1,NA
134390,2.19,3,2,1
134391,1.37,2,2,1
134392,1.49,2,2,1
134393,2.45,3,2,1
134394,0.63,1,2,1
134395,NA,3,1,NA
134396,2.39,3,7,NA
134397,2.73,3,1,NA
134398,2.62,3,1,NA
134399,NA,NA,NA,NA
134400,2.95,3,2,3
134401,NA,3,1,NA
134402,4,3,2,2
134403,3.72,3,1,NA
134404,5,3,1,NA
134405,5,3,1,NA
134406,1.42,2,2,1
134407,1.86,3,2,1
134408,1.97,3,1,NA
134409,5,3,1,NA
134410,5,3,2,5
134411,1.97,3,1,NA
134412,2.69,3,2,1
134413,4.32,3,2,4
134414,2.88,3,1,NA
134415,0.6,1,2,1
134416,3.8,3,2,3
134417,NA,NA,NA,NA
134418,1.93,3,1,NA
134419,NA,3,2,3
134420,NA,3,1,NA
134421,1.51,2,2,1
134422,NA,NA,NA,NA
134423,5,3,2,3
134424,NA,NA,NA,NA
134425,5,3,1,NA
134426,NA,NA,NA,NA
134427,NA,3,1,NA
134428,5,3,1,NA
134429,1.31,2,2,4
134430,5,3,2,2
134431,0.86,1,2,1
134432,1.85,2,2,3
134433,NA,NA,NA,NA
134434,NA,3,1,NA
134435,0.7,1,2,1
134436,NA,3,1,NA
134437,5,3,1,NA
134438,NA,3,1,NA
134439,NA,NA,NA,NA
134440,0.86,1,2,1
134441,4,3,1,NA
134442,0.39,1,2,3
134443,2.08,3,1,NA
134444,1.32,2,2,1
134445,NA,NA,NA,NA
134446,NA,NA,NA,NA
134447,NA,3,1,NA
134448,5,3,1,NA
134449,0.91,1,2,1
134450,3.54,3,1,NA
134451,5,3,1,NA
134452,4.42,3,2,1
134453,3.15,3,1,NA
134454,1.1,1,1,NA
134455,3.65,3,1,NA
134456,1.82,2,2,3
134457,1.94,3,2,1
134458,2.14,3,1,NA
134459,1.38,2,1,NA
134460,5,3,1,NA
134461,1.66,2,1,NA
134462,0.75,1,2,1
134463,3.7,3,1,NA
134464,0.62,1,1,NA
134465,5,3,1,NA
134466,2.08,3,2,1
134467,5,3,1,NA
134468,3.03,3,1,NA
134469,1.88,3,2,1
134470,2.02,3,7,NA
134471,NA,1,2,1
134472,4.68,3,2,2
134473,0.48,1,2,3
134474,4.59,3,2,1
134475,3.65,3,2,4
134476,0.91,1,2,1
134477,NA,3,1,NA
134478,NA,NA,NA,NA
134479,NA,7,2,1
134480,NA,NA,NA,NA
134481,0.86,1,2,1
134482,NA,NA,NA,NA
134483,NA,1,2,99
134484,NA,1,2,1
134485,0.36,1,2,1
134486,5,3,1,NA
134487,NA,NA,NA,NA
134488,NA,NA,NA,NA
134489,2.47,3,1,NA
134490,4.69,3,1,NA
134491,NA,3,2,4
134492,NA,NA,NA,NA
134493,0.13,1,2,2
134494,NA,2,2,1
134495,4.66,3,1,NA
134496,NA,NA,NA,NA
134497,5,3,1,NA
134498,0.64,1,9,NA
134499,1.11,1,2,4
134500,1.32,2,2,1
134501,2.97,3,1,NA
134502,NA,3,1,NA
134503,NA,NA,NA,NA
134504,0.82,1,2,4
134505,0.42,1,2,1
134506,0.56,1,2,1
134507,5,3,1,NA
134508,0,1,2,1
134509,NA,NA,NA,NA
134510,0.52,1,2,1
134511,5,3,2,1
134512,1.73,2,1,NA
134513,0.67,1,2,1
134514,0.91,1,2,1
134515,1.26,1,2,1
134516,NA,NA,NA,NA
134517,2.11,3,1,NA
134518,2.05,3,1,NA
134519,3.65,3,2,4
134520,1.04,1,2,1
134521,2.51,3,2,2
134522,NA,NA,NA,NA
134523,NA,NA,NA,NA
134524,1.38,2,1,NA
134525,1.6,2,2,1
134526,0,1,2,1
134527,3.53,3,2,1
134528,1.62,2,2,1
134529,1.29,1,2,1
134530,1.85,2,1,NA
134531,3.13,3,2,1
134532,NA,3,1,NA
134533,0,1,2,1
134534,0.65,1,2,1
134535,3.46,3,2,3
134536,2.59,3,7,NA
134537,2.08,3,2,3
134538,NA,NA,NA,NA
134539,NA,NA,NA,NA
134540,1.04,1,2,1
134541,1.52,2,2,1
134542,NA,NA,NA,NA
134543,0.82,1,2,1
134544,NA,7,7,NA
134545,2.74,3,2,1
134546,0.9,1,2,1
134547,NA,NA,NA,NA
134548,1.2,1,2,3
134549,NA,NA,NA,NA
134550,3.53,3,1,NA
134551,3.65,3,1,NA
134552,NA,NA,NA,NA
134553,5,3,2,2
134554,5,3,1,NA
134555,NA,NA,NA,NA
134556,2.6,3,2,1
134557,1.01,1,2,1
134558,1.44,2,2,1
134559,5,3,1,NA
134560,1.94,3,1,NA
134561,NA,9,2,1
134562,1.5,2,1,NA
134563,0.74,1,2,1
134564,NA,3,2,4
134565,0.86,1,2,1
134566,4.07,3,1,NA
134567,NA,3,2,1
134568,1.6,2,2,1
134569,5,3,1,NA
134570,5,3,1,NA
134571,1.49,2,2,2
134572,NA,1,2,1
134573,NA,NA,NA,NA
134574,NA,2,1,NA
134575,NA,NA,NA,NA
134576,4.42,3,1,NA
134577,2.9,3,2,1
134578,1.29,1,2,1
134579,1.97,3,2,2
134580,0,1,1,NA
134581,1.66,2,2,2
134582,NA,1,2,99
134583,3.65,3,1,NA
134584,3.46,3,2,3
134585,5,3,1,NA
134586,NA,3,7,NA
134587,4.44,3,2,1
134588,0.91,1,2,1
134589,1.61,2,2,1
134590,5,3,1,NA
134591,NA,3,1,NA
134592,0.65,1,2,1
134593,5,3,1,NA
134594,3.71,3,1,NA
134595,0.66,1,2,2
134596,5,3,1,NA
134597,NA,1,2,99
134598,0.72,1,2,1
134599,1.31,2,1,NA
134600,NA,3,1,NA
134601,NA,NA,NA,NA
134602,0.79,1,2,1
134603,2.75,3,1,NA
134604,3.53,3,2,1
134605,2.4,3,1,NA
134606,3.28,3,1,NA
134607,NA,2,2,4
134608,0.63,1,2,1
134609,NA,3,1,NA
134610,1.22,1,2,3
134611,0.72,1,2,1
134612,0.98,1,2,1
134613,NA,3,1,NA
134614,2.72,3,2,1
134615,NA,NA,NA,NA
134616,1.37,2,1,NA
134617,4.26,3,1,NA
134618,NA,NA,NA,NA
134619,NA,NA,NA,NA
134620,3.2,3,2,1
134621,NA,NA,NA,NA
134622,NA,1,2,1
134623,1.34,2,1,NA
134624,1.08,1,2,1
134625,NA,NA,NA,NA
134626,0.71,1,2,1
134627,4.87,3,2,2
134628,NA,3,1,NA
134629,1.85,2,2,77
134630,0.66,1,2,1
134631,4.08,3,2,3
134632,NA,1,2,1
134633,0.78,1,1,NA
134634,NA,3,1,NA
134635,5,3,1,NA
134636,NA,1,2,1
134637,1.08,1,2,1
134638,2.58,3,2,1
134639,NA,NA,NA,NA
134640,2.62,3,1,NA
134641,0.98,1,2,1
134642,5,3,1,NA
134643,5,3,1,NA
134644,5,3,1,NA
134645,NA,NA,NA,NA
134646,NA,1,2,1
134647,1.56,2,2,1
134648,5,3,1,NA
134649,NA,9,9,NA
134650,2.34,3,2,2
134651,5,3,1,NA
134652,3.53,3,2,2
134653,1.11,1,2,1
134654,2.47,3,7,NA
134655,NA,3,1,NA
134656,1.32,2,2,1
134657,0.89,1,2,4
134658,5,3,1,NA
134659,1.48,2,2,1
134660,5,3,1,NA
134661,0.52,1,2,1
134662,0.31,1,2,1
134663,NA,NA,NA,NA
134664,NA,1,2,1
134665,1.84,2,1,NA
134666,0.97,1,2,1
134667,0,1,2,1
134668,0.85,1,2,1
134669,0.74,1,2,1
134670,1.13,1,2,1
134671,2.19,3,1,NA
134672,NA,3,1,NA
134673,3.28,3,1,NA
134674,2.22,3,2,1
134675,0.88,1,2,1
134676,NA,1,2,1
134677,3.93,3,1,NA
134678,4,3,1,NA
134679,5,3,1,NA
134680,1.54,2,2,1
134681,3.46,3,2,1
134682,0.92,1,2,1
134683,4,3,1,NA
134684,2.51,3,1,NA
134685,NA,9,2,1
134686,NA,NA,NA,NA
134687,0.37,1,2,1
134688,0.8,1,2,1
134689,1.42,2,2,1
134690,0.56,1,2,1
134691,5,3,1,NA
134692,1.77,2,2,1
134693,3.2,3,2,2
134694,1.37,2,2,1
134695,1.19,1,2,1
134696,NA,NA,NA,NA
134697,0.88,1,2,1
134698,4.19,3,1,NA
134699,0.36,1,2,1
134700,NA,1,2,1
134701,NA,1,2,1
134702,NA,NA,NA,NA
134703,NA,NA,NA,NA
134704,1.85,2,1,NA
134705,0.85,1,1,NA
134706,NA,NA,NA,NA
134707,1.37,2,7,NA
134708,5,3,1,NA
134709,NA,3,1,NA
134710,0.91,1,2,1
134711,0,1,2,1
134712,2.74,3,1,NA
134713,3.01,3,2,4
134714,0,1,2,2
134715,NA,2,2,1
134716,1.29,1,2,1
134717,2.21,3,1,NA
134718,1.61,2,2,1
134719,0.49,1,2,1
134720,3.93,3,2,2
134721,NA,1,1,NA
134722,0.48,1,2,2
134723,0.24,1,2,1
134724,5,3,1,NA
134725,2.8,3,1,NA
134726,2.08,3,1,NA
134727,0.55,1,2,1
134728,4.66,3,2,1
134729,NA,NA,NA,NA
134730,4.59,3,2,3
134731,2.95,3,2,3
134732,3.17,3,2,1
134733,4.13,3,2,1
134734,NA,9,2,1
134735,NA,NA,NA,NA
134736,NA,NA,NA,NA
134737,1.31,2,2,1
134738,4.83,3,1,NA
134739,0.2,1,2,1
134740,2.47,3,1,NA
134741,NA,1,2,1
134742,NA,1,2,1
134743,5,3,1,NA
134744,NA,2,2,1
134745,1.23,1,2,1
134746,NA,NA,NA,NA
134747,NA,9,1,NA
134748,NA,NA,NA,NA
134749,2.47,3,2,3
134750,NA,9,2,5
134751,5,3,1,NA
134752,5,3,1,NA
134753,1.24,1,2,5
134754,0.77,1,2,1
134755,1.19,1,2,1
134756,NA,2,7,NA
134757,NA,NA,NA,NA
134758,1.8,2,2,1
134759,1.3,1,2,1
134760,5,3,1,NA
134761,0.74,1,2,1
134762,1.6,2,1,NA
134763,NA,1,2,1
134764,NA,NA,NA,NA
134765,NA,NA,NA,NA
134766,1.81,2,2,3
134767,0.77,1,2,1
134768,NA,NA,NA,NA
134769,NA,3,2,1
134770,3.65,3,2,3
134771,NA,2,2,1
134772,1.61,2,2,1
134773,NA,NA,NA,NA
134774,1.61,2,2,1
134775,4.17,3,1,NA
134776,4.26,3,1,NA
134777,NA,NA,NA,NA
134778,1.15,1,2,2
134779,0.74,1,2,1
134780,0.81,1,2,1
134781,NA,2,2,2
134782,5,3,1,NA
134783,1.02,1,2,1
134784,5,3,1,NA
134785,1.95,3,1,NA
134786,5,3,1,NA
134787,0.82,1,2,1
134788,4.8,3,1,NA
134789,0.85,1,2,77
134790,NA,NA,NA,NA
134791,3.65,3,1,NA
134792,0.93,1,2,5
134793,5,3,1,NA
134794,0.9,1,2,1
134795,3.65,3,1,NA
134796,0.59,1,2,1
134797,3.03,3,2,1
134798,0.77,1,2,1
134799,5,3,1,NA
134800,1.02,1,2,1
134801,0.3,1,2,1
134802,0.22,1,2,1
134803,1.77,2,1,NA
134804,0.62,1,2,1
134805,5,3,1,NA
134806,2.19,3,2,1
134807,NA,NA,NA,NA
134808,2.6,3,1,NA
134809,NA,1,2,1
134810,NA,NA,NA,NA
134811,1.22,1,2,3
134812,2.49,3,2,1
134813,4,3,1,NA
134814,1.45,2,2,1
134815,2.96,3,1,NA
134816,2.49,3,2,1
134817,2.21,3,1,NA
134818,5,3,1,NA
134819,0.92,1,2,1
134820,NA,NA,NA,NA
134821,0.68,1,2,1
134822,5,3,1,NA
134823,0.74,1,2,1
134824,NA,3,1,NA
134825,2.61,3,2,1
134826,2.16,3,1,NA
134827,1.85,2,1,NA
134828,0.92,1,2,1
134829,2.16,3,1,NA
134830,3.2,3,1,NA
134831,1.86,3,2,1
134832,1.48,2,2,1
134833,NA,3,1,NA
134834,1.1,1,2,1
134835,NA,3,1,NA
134836,2.4,3,2,2
134837,NA,1,7,NA
134838,3.44,3,2,77
134839,2.47,3,2,2
134840,NA,NA,NA,NA
134841,NA,NA,NA,NA
134842,1.34,2,2,1
134843,NA,NA,NA,NA
134844,NA,NA,NA,NA
134845,NA,NA,NA,NA
134846,2.19,3,2,3
134847,NA,NA,NA,NA
134848,5,3,1,NA
134849,1.77,2,2,1
134850,2.34,3,1,NA
134851,2.72,3,1,NA
134852,4,3,1,NA
134853,2.4,3,2,2
134854,2.65,3,2,1
134855,0.85,1,2,1
134856,2.38,3,2,1
134857,2.9,3,2,4
134858,0.26,1,2,1
134859,1.39,2,1,NA
134860,1.77,2,2,2
134861,1.31,2,1,NA
134862,NA,1,2,1
134863,2.7,3,2,3
134864,5,3,1,NA
134865,0.71,1,2,1
134866,2.29,3,7,NA
134867,NA,NA,NA,NA
134868,5,3,1,NA
134869,2.51,3,2,2
134870,0.91,1,2,1
134871,1.6,2,2,1
134872,NA,NA,NA,NA
134873,0.95,1,2,1
134874,2.12,3,2,1
134875,0.92,1,2,1
134876,1.77,2,2,99
134877,1.22,1,2,1
134878,5,3,1,NA
134879,3.28,3,1,NA
134880,1.21,1,2,1
134881,1.08,1,2,1
134882,3.41,3,1,NA
134883,1.37,2,2,1
134884,1.88,3,2,1
134885,NA,NA,NA,NA
134886,3.34,3,1,NA
134887,0.89,1,2,1
134888,3.89,3,2,1
134889,1,1,2,1
134890,2.62,3,2,1
134891,1.05,1,2,2
134892,NA,1,2,3
134893,1.71,2,2,1
134894,3.39,3,1,NA
134895,0.48,1,2,1
134896,2.05,3,1,NA
134897,3.89,3,1,NA
134898,NA,1,7,NA
134899,NA,1,2,1
134900,2.19,3,1,NA
134901,4.32,3,1,NA
134902,5,3,1,NA
134903,1.32,2,2,1
134904,5,3,1,NA
134905,3.28,3,1,NA
134906,5,3,2,1
134907,NA,NA,NA,NA
134908,1.94,3,1,NA
134909,NA,3,1,NA
134910,2.33,3,1,NA
134911,5,3,1,NA
134912,1.29,1,2,3
134913,0.65,1,1,NA
134914,NA,NA,NA,NA
134915,0.25,1,2,1
134916,5,3,2,3
134917,1.35,2,2,1
134918,NA,NA,NA,NA
134919,3.13,3,1,NA
134920,NA,3,2,1
134921,2.5,3,1,NA
134922,NA,NA,NA,NA
134923,1.77,2,2,2
134924,NA,9,1,NA
134925,NA,NA,NA,NA
134926,3.73,3,9,NA
134927,2.91,3,1,NA
134928,4.12,3,1,NA
134929,2.12,3,2,2
134930,4.1,3,1,NA
134931,NA,NA,NA,NA
134932,1,1,2,1
134933,5,3,1,NA
134934,NA,NA,NA,NA
134935,0,1,2,3
134936,1.48,2,2,1
134937,1.16,1,2,5
134938,0.79,1,2,1
134939,1.23,1,2,1
134940,2.43,3,1,NA
134941,2.9,3,2,1
134942,NA,NA,NA,NA
134943,NA,9,9,NA
134944,1.51,2,2,1
134945,5,3,1,NA
134946,3.65,3,1,NA
134947,0.9,1,2,1
134948,3.6,3,2,4
134949,NA,2,2,1
134950,1.6,2,2,1
134951,2.3,3,2,1
134952,5,3,1,NA
134953,NA,7,7,NA
134954,NA,9,9,NA
134955,NA,3,1,NA
134956,2.08,3,2,2
134957,1.46,2,2,1
134958,1.43,2,2,1
134959,NA,NA,NA,NA
134960,4.08,3,2,3
134961,NA,3,7,NA
134962,NA,1,2,1
134963,0.81,1,2,1
134964,4.26,3,1,NA
134965,0.47,1,2,1
134966,4.44,3,1,NA
134967,1.54,2,2,1
134968,4.19,3,1,NA
134969,1.07,1,2,1
134970,4.83,3,1,NA
134971,4.15,3,2,2
134972,NA,NA,NA,NA
134973,0.72,1,2,1
134974,2.55,3,1,NA
134975,2.27,3,1,NA
134976,2.31,3,1,NA
134977,NA,3,1,NA
134978,1.73,2,2,1
134979,NA,NA,NA,NA
134980,NA,7,7,NA
134981,5,3,1,NA
134982,NA,NA,NA,NA
134983,1.01,1,2,1
134984,NA,NA,NA,NA
134985,5,3,1,NA
134986,NA,3,2,1
134987,4,3,1,NA
134988,4.47,3,2,1
134989,0.18,1,2,1
134990,0.48,1,1,NA
134991,1.35,2,2,1
134992,3.53,3,2,4
134993,2.83,3,2,4
134994,NA,NA,NA,NA
134995,NA,9,1,NA
134996,2.47,3,2,1
134997,5,3,1,NA
134998,5,3,1,NA
134999,2.75,3,2,1
135000,5,3,1,NA
135001,0.97,1,2,1
135002,1.59,2,2,1
135003,0.96,1,1,NA
135004,NA,1,2,1
135005,2.56,3,1,NA
135006,NA,NA,NA,NA
135007,1.79,2,2,5
135008,5,3,1,NA
135009,0.52,1,2,2
135010,1.21,1,2,1
135011,1.82,2,1,NA
135012,5,3,1,NA
135013,5,3,1,NA
135014,3.53,3,1,NA
135015,3.46,3,1,NA
135016,1.56,2,2,3
135017,0.81,1,2,1
135018,3.46,3,2,3
135019,1.08,1,2,1
135020,NA,1,2,1
135021,NA,9,2,1
135022,2.65,3,2,1
135023,0,1,2,1
135024,NA,NA,NA,NA
135025,3.04,3,1,NA
135026,3.04,3,1,NA
135027,NA,3,1,NA
135028,1.81,2,1,NA
135029,NA,3,2,1
135030,0.77,1,2,1
135031,0.61,1,2,1
135032,3.46,3,1,NA
135033,NA,3,1,NA
135034,NA,NA,NA,NA
135035,NA,3,2,1
135036,NA,NA,NA,NA
135037,NA,NA,NA,NA
135038,0.76,1,2,1
135039,1.6,2,2,1
135040,NA,NA,NA,NA
135041,0,1,2,77
135042,0.89,1,2,1
135043,5,3,1,NA
135044,1.34,2,1,NA
135045,NA,NA,NA,NA
135046,NA,NA,NA,NA
135047,2.22,3,1,NA
